SY,GE,VEND,ITEM,VOL_EQ,FLAVOR/SCENT,FORM,PACKAGE,PRODUCT TYPE,SA BRAND,SA MARKET,SA PRIMARY MARKET,SPECIALITY NAME,STORE LOCATION,ADDITIVES,REFILL TYPE,SIZE,TYPE OF FORMULA,USER INFO,BRUSH HEAD SHAPE,COLOR,NUMBER OF TREATMENTS,TREATMENT,TYPE OF DENTAL ACCS,TYPE OF TOOTHPASTE,USAGE
0,1,37000,18888,0.375,MISSING,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,49620,1.5,MISSING,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
27,3,713,2773,0.375,MISSING,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
27,2,711,99247,0.375,MISSING,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,RED,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,8005,0.4875,CINNAMON ICE,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,RED & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,37000,8004,0.375,CINNAMON ICE,GEL,TUBE IN BOX,MISSING,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD,MISSING,RED,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,8003,0.0531,CINNAMON,GEL,TUBE IN BOX,MISSING,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TRIAL,WHITENING ANTI CAVTY,ADULT & CHILD,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,8008,0.4875,MINT EXPLOSION,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,8007,0.375,MINT EXPLOSION,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,19322,0.375,MINT EXPLOSION,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,13162,0.4875,MINT EXPLOSION,GEL,TUBE IN BOX,MISSING,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4200,16576,0.5125,MISSING,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TWIN PACK,SENSITIVE TEETH,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,11121,0.3875,COOL PEPPERMINT,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 6,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,41349,0.0531,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,41350,0.275,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,BLUE & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,37000,3185,0.3875,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,8285,0.3875,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,37000,8295,0.3875,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,9032,0.3875,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,37000,11140,0.3875,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,11787,0.3875,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,21010,0.3875,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,45658,0.3875,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,BLUE & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,45445,0.5,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,BLUE & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,37000,7898,1,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TWIN PACK,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 6,MISSING,BLUE & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,11878,1.5,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,41351,0.3875,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,BLUE & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,41352,0.5,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,BLUE & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,16423,0.3875,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,MISSING,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,BLUE & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,17193,1.1625,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,MISSING,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TRIPLE PACK,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,BLUE & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,13820,0.3875,COOL PEPPERMINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,BLUE & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,41546,0.2875,COOL PEPPERMINT,LIQUID GEL,PLASTIC BOTTLE,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WH CV PR TR CN FR BR,ADULT & CHILD OVER 2,MISSING,WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,3153,0.3875,CITRUS SPLASH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 6,MISSING,ORANGE AND WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,5538,0.3875,CITRUS SPLASH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,MISSING,MISSING,ORANGE AND WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,8288,0.3875,CITRUS SPLASH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 6,MISSING,ORANGE AND WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,8292,0.3875,CITRUS SPLASH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 6,MISSING,ORANGE AND WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,9033,0.3875,CITRUS SPLASH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,MISSING,MISSING,ORANGE AND WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,11120,0.3875,CITRUS SPLASH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,MISSING,MISSING,ORANGE AND WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,11141,0.3875,CITRUS SPLASH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,MISSING,MISSING,ORANGE AND WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,11788,0.3875,CITRUS SPLASH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,MISSING,MISSING,ORANGE AND WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,3154,0.5,CITRUS SPLASH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,MISSING,MISSING,ORANGE AND WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,7999,0.5,CITRUS SPLASH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,MISSING,MISSING,ORANGE AND WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,11352,0.5,CITRUS SPLASH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 6,MISSING,ORANGE AND WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4200,18345,1,CITRUS SPLASH,PASTE,PLASTIC WRAPPED BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TWIN PACK,WHITENING ANTI CAVTY,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,3,37000,7899,1,CITRUS SPLASH,PASTE,PLASTIC WRAPPED BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TWIN PACK,WHITENING ANTI CAVTY,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,3,37000,8012,0.3875,CITRUS SPLASH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,ORANGE AND WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,41012,0.5,FRESH MINT,MISSING,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,MISSING,MISSING,MISSING,WHTN ANTC BRTH FRSH,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,40577,0.775,FRESH MINT,MISSING,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,MISSING,MISSING,TWIN PACK,WHTN ANTC BRTH FRSH,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,37000,41043,0.775,FRESH MINT,MISSING,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,MISSING,MISSING,TWIN PACK,WHTN ANTC BRTH FRSH,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4206,10564,1.5,FRESH MINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,MISSING,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,11122,0.3875,FRESH MINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 6,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,45657,0.3875,FRESH MINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
27,1,4206,69035,2,FRESH MINT,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,FOUR PACK,WHITENING ANTI CAVTY,ADULT & CHILD OVER 6,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,40807,0.5,FRESH MINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,MISSING,MISSING,MISSING,WHITENING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,39044,1.5,FRESH MINT,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,MISSING,MISSING,TRIPLE PACK,WHITENING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,38590,0.2875,MINTY FRESH,LIQUID GEL,PLASTIC BOTTLE,MISSING,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,ANT CVTY BRTH FRSHNR,ADULT & CHILD OVER 6,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,4988,0.5125,MINTY FRESH,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TWIN PACK,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,45308,0.2563,MINTY FRESH,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,MISSING,SNSTV WHTNNG ANT-CVT,ADULT&CHILD OVER 12,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,42281,0.225,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,MISSING,MISSING,MISSING,WHTN ANTC BRTH FRSH,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,38583,0.275,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,2,37000,3184,0.3875,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,24384,0.3875,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,11353,0.5,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 6,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,13469,0.5,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 6,MISSING,ORANGE AND WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,38585,0.5,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,45446,0.5,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,43237,0.775,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TWIN PACK,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,7901,1,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TWIN PACK,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,19213,1.1625,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TRIPLE PACK,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 6,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,15383,2,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,FOUR PACK,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,42321,0.775,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,TWIN PACK,WHTN ANTC BRTH FRSH,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,3471,2,MINTY FRESH,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,FOUR PACK,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,25278,2,MINTY FRESH,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,FOUR PACK,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
27,3,711,22885,0.775,MINTY FRESH,GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,ASSORTED,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,24291,29803,0.0531,MINTY FRESH,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TRIAL,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,4237,0.3875,MINTY FRESH,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,48519,1.55,MINTY FRESH,PASTE,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,SODIUM FLUORIDE,MISSING,FOUR PACK,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,11139,0.3875,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,MISSING,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,14857,1.1625,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,MISSING,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
27,3,711,67899,0.0531,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,TRIAL,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
0,1,37000,38592,0.0531,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
27,2,711,12095,0.3875,MINTY FRESH,PASTE AND GEL,TUBE IN BOX,TOOTHPASTE,MISSING,MISSING,MISSING,MISSING,SHELF STABLE,FLUORIDE,MISSING,MISSING,WHITENING ANTI CAVTY,ADULT & CHILD OVER 2,MISSING,GREEN & WHITE,MISSING,MISSING,MISSING,MISSING,MISSING
