"","PANID","WEEK","brand_10158","brand_33200","brand_35000","brand_37000","brand_53100","brand_77326","Combined.Pre.Tax.Income.of.HH","MALE_SMOKE","FEM_SMOKE","LOYALTY.10158","LOYALTY.33200","LOYALTY.35000","LOYALTY.37000","LOYALTY.53100","LOYALTY.77326","LOYALTY.0","AVGRATE.0","DISPLAY.0","PRICEREDUCTION.0","FEATURE.0","AVGRATE.10158","DISPLAY.10158","PRICEREDUCTION.10158","FEATURE.10158","AVGRATE.33200","DISPLAY.33200","PRICEREDUCTION.33200","FEATURE.33200","AVGRATE.35000","DISPLAY.35000","PRICEREDUCTION.35000","FEATURE.35000","AVGRATE.37000","DISPLAY.37000","PRICEREDUCTION.37000","FEATURE.37000","AVGRATE.53100","DISPLAY.53100","PRICEREDUCTION.53100","FEATURE.53100","AVGRATE.77326","DISPLAY.77326","PRICEREDUCTION.77326","FEATURE.77326","choice","choiceLabel"
"2688","1155234","1429",0,0,0,0,1,0,0,0,0,0,0,0.5,0,0.5,0,0,17.0735675671621,0,0,0,20.690303030303,0,1,2,5.29686284937985,1,1,2,6.7060582255433,2,1,3,8.46398008884509,2,1,3,8.37476310083876,0,1,0,14.0940170940171,0,0,0,5,"53100"
"2689","1155234","1456",0,0,1,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,19.0462565745189,0,0,0,16.76,0,1,3,5.85722414082458,2,1,2,6.5390477790242,2,1,3,8.13167782669924,2,1,2,7.08021825396825,2,1,2,12.2,0,0,0,3,"35000"
"2690","1155374","1445",0,0,0,1,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,19.6707634065637,0,0,0,19.0727272727273,2,1,2,10.8478610603291,0,1,0,8.01088288390648,0,1,3,6.58633572714133,1,1,3,6.09580157257318,1,1,0,16.1953846153846,0,0,0,4,"37000"
"2691","1155374","1452",0,0,0,1,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,17.0529455016726,0,1,0,23.16,0,0,0,8.07650022917581,0,1,0,8.5598522725352,2,1,3,6.70588219351094,2,1,3,7.23268170426065,1,1,2,13.0599185573008,0,1,0,4,"37000"
"2692","1155374","1452",0,0,0,1,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,17.0529455016726,0,1,0,23.16,0,0,0,8.07650022917581,0,1,0,8.5598522725352,2,1,3,6.70588219351094,2,1,3,7.23268170426065,1,1,2,13.0599185573008,0,1,0,4,"37000"
"2693","1155374","1452",0,0,0,1,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,17.0529455016726,0,1,0,23.16,0,0,0,8.07650022917581,0,1,0,8.5598522725352,2,1,3,6.70588219351094,2,1,3,7.23268170426065,1,1,2,13.0599185573008,0,1,0,4,"37000"
"2694","1155374","1452",0,0,0,1,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,17.0529455016726,0,1,0,23.16,0,0,0,8.07650022917581,0,1,0,8.5598522725352,2,1,3,6.70588219351094,2,1,3,7.23268170426065,1,1,2,13.0599185573008,0,1,0,4,"37000"
"2695","1155374","1457",0,0,0,1,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,18.0849830530377,0,1,0,22.0266666666667,0,0,0,7.70693002749756,0,0,0,8.61230426608238,0,1,3,7.71152937039474,2,1,3,6.1285042558086,1,1,0,9.30666666666667,0,1,2,4,"37000"
"2696","1155374","1467",0,0,1,0,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,20.5830042537228,0,1,2,17.3105882352941,2,1,4,7.66619144190751,0,1,3,5.91538834623749,2,1,4,8.2987773416145,2,1,3,6.3386401212659,2,1,4,13.8153846153846,2,1,0,3,"35000"
"2697","1155374","1467",0,0,1,0,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,20.5830042537228,0,1,2,17.3105882352941,2,1,4,7.66619144190751,0,1,3,5.91538834623749,2,1,4,8.2987773416145,2,1,3,6.3386401212659,2,1,4,13.8153846153846,2,1,0,3,"35000"
"2698","1155374","1467",0,0,1,0,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,20.5830042537228,0,1,2,17.3105882352941,2,1,4,7.66619144190751,0,1,3,5.91538834623749,2,1,4,8.2987773416145,2,1,3,6.3386401212659,2,1,4,13.8153846153846,2,1,0,3,"35000"
"2699","1155374","1467",0,0,1,0,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,20.5830042537228,0,1,2,17.3105882352941,2,1,4,7.66619144190751,0,1,3,5.91538834623749,2,1,4,8.2987773416145,2,1,3,6.3386401212659,2,1,4,13.8153846153846,2,1,0,3,"35000"
"2700","1155374","1467",0,0,1,0,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,20.5830042537228,0,1,2,17.3105882352941,2,1,4,7.66619144190751,0,1,3,5.91538834623749,2,1,4,8.2987773416145,2,1,3,6.3386401212659,2,1,4,13.8153846153846,2,1,0,3,"35000"
"2701","1155374","1467",0,0,1,0,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,20.5830042537228,0,1,2,17.3105882352941,2,1,4,7.66619144190751,0,1,3,5.91538834623749,2,1,4,8.2987773416145,2,1,3,6.3386401212659,2,1,4,13.8153846153846,2,1,0,3,"35000"
"2702","1155374","1467",0,0,1,0,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,20.5830042537228,0,1,2,17.3105882352941,2,1,4,7.66619144190751,0,1,3,5.91538834623749,2,1,4,8.2987773416145,2,1,3,6.3386401212659,2,1,4,13.8153846153846,2,1,0,3,"35000"
"2703","1155374","1467",0,0,1,0,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,20.5830042537228,0,1,2,17.3105882352941,2,1,4,7.66619144190751,0,1,3,5.91538834623749,2,1,4,8.2987773416145,2,1,3,6.3386401212659,2,1,4,13.8153846153846,2,1,0,3,"35000"
"2704","1155374","1467",0,0,1,0,0,0,10,0,0,0,0,0.428571428571429,0.571428571428571,0,0,0,20.5830042537228,0,1,2,17.3105882352941,2,1,4,7.66619144190751,0,1,3,5.91538834623749,2,1,4,8.2987773416145,2,1,3,6.3386401212659,2,1,4,13.8153846153846,2,1,0,3,"35000"
"2705","1155507","1442",0,0,0,0,0,1,9,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0,18.2130413819658,0,1,3,20.6457142857143,0,1,2,7.48868879747657,0,1,0,8.88574473808373,2,1,3,9.61184530966348,0,1,2,6.17879916824332,2,1,3,10.2454642857143,0,1,0,6,"77326"
"2706","1155507","1461",0,0,1,0,0,0,9,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0,19.2403048399308,0,0,0,21.84,0,0,0,7.4763296134424,0,0,0,6.85336734462662,2,1,3,7.77532392062945,2,1,0,7.36753058535667,0,1,0,18.76,1,1,0,3,"35000"
"2707","1155507","1461",0,0,1,0,0,0,9,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0,19.2403048399308,0,0,0,21.84,0,0,0,7.4763296134424,0,0,0,6.85336734462662,2,1,3,7.77532392062945,2,1,0,7.36753058535667,0,1,0,18.76,1,1,0,3,"35000"
"2708","1155507","1461",0,0,1,0,0,0,9,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0,19.2403048399308,0,0,0,21.84,0,0,0,7.4763296134424,0,0,0,6.85336734462662,2,1,3,7.77532392062945,2,1,0,7.36753058535667,0,1,0,18.76,1,1,0,3,"35000"
"2709","1155507","1461",0,0,1,0,0,0,9,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0,19.2403048399308,0,0,0,21.84,0,0,0,7.4763296134424,0,0,0,6.85336734462662,2,1,3,7.77532392062945,2,1,0,7.36753058535667,0,1,0,18.76,1,1,0,3,"35000"
"2710","1155515","1427",0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,16.9973770909717,2,1,2,22.7422222222222,0,0,0,4.70425190183686,0,0,0,7.67509359208353,1,1,4,8.03533694637142,2,1,3,7.58835100477628,1,1,0,13.9832926119837,1,0,0,3,"35000"
"2711","1155515","1438",0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,18.0141630263139,0,0,0,19.96,0,1,4,11.4484432766114,0,0,0,9.7380476733336,0,1,3,7.64330488478649,2,1,2,7.87249900188734,0,1,0,13.0599185573008,0,0,0,3,"35000"
"2712","1155515","1444",0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,19.873829707711,0,0,0,22.2266666666667,0,1,3,10.5839111117571,1,1,2,7.87510267789308,2,1,3,8.02743946265466,0,1,3,6.40950085314306,1,1,0,14.5825641025641,0,0,0,3,"35000"
"2713","1155515","1451",0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,17.1012636211484,0,1,0,22.6866666666667,0,0,0,5.49701726630498,0,1,2,5.26522737164039,2,1,3,7.81629421489067,2,1,4,7.07624084249084,0,1,0,10.4747840873495,1,1,2,3,"35000"
"2714","1155515","1468",0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,20.4535241884724,0,0,0,22.36,2,0,0,4.96196026198747,2,1,2,8.90982458914091,1,1,4,7.69038698791448,1,1,3,5.92512540976536,0,1,4,13.8153846153846,0,0,0,3,"35000"
"2715","1155515","1475",0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,18.0022841585928,0,1,3,22.46,0,0,0,4.63569230769231,2,1,0,8.27429255044174,2,1,4,8.33417027473018,2,1,3,6.01900643622288,0,1,0,14.1066666666667,0,0,0,3,"35000"
"2716","1155648","1450",0,0,0,0,0,1,11,0,0,0,0,0,0,0,1,0,18.5951585884604,2,0,2,21.212,0,1,2,8.73515613940713,2,1,2,7.97735718127644,0,1,4,8.29407268723336,2,1,4,4.67589338432636,2,1,3,13.2800744618965,1,0,0,6,"77326"
"2717","1155820","1439",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17.4870812192321,0,1,0,20.9418181818182,0,1,0,8.51901329032928,0,0,0,8.32674388637958,2,1,3,8.56798937804554,2,1,3,6.85177262388196,0,1,3,14.2479972104798,1,1,0,6,"77326"
"2718","1155820","1439",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17.4870812192321,0,1,0,20.9418181818182,0,1,0,8.51901329032928,0,0,0,8.32674388637958,2,1,3,8.56798937804554,2,1,3,6.85177262388196,0,1,3,14.2479972104798,1,1,0,6,"77326"
"2719","1155820","1439",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17.4870812192321,0,1,0,20.9418181818182,0,1,0,8.51901329032928,0,0,0,8.32674388637958,2,1,3,8.56798937804554,2,1,3,6.85177262388196,0,1,3,14.2479972104798,1,1,0,6,"77326"
"2720","1155820","1439",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,17.4870812192321,0,1,0,20.9418181818182,0,1,0,8.51901329032928,0,0,0,8.32674388637958,2,1,3,8.56798937804554,2,1,3,6.85177262388196,0,1,3,14.2479972104798,1,1,0,6,"77326"
"2721","1155960","1431",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0,17.902607178403,0,0,0,21.6266666666667,0,1,4,9.4657964217469,1,1,0,5.64214369384996,2,1,4,7.53280896418598,1,1,2,8.03251807057556,0,1,3,11.0736224101669,0,1,2,6,"77326"
"2722","1155960","1431",0,0,0,0,0,1,0,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0,17.902607178403,0,0,0,21.6266666666667,0,1,4,9.4657964217469,1,1,0,5.64214369384996,2,1,4,7.53280896418598,1,1,2,8.03251807057556,0,1,3,11.0736224101669,0,1,2,6,"77326"
"2723","1155960","1431",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0,17.902607178403,0,0,0,21.6266666666667,0,1,4,9.4657964217469,1,1,0,5.64214369384996,2,1,4,7.53280896418598,1,1,2,8.03251807057556,0,1,3,11.0736224101669,0,1,2,3,"35000"
"2724","1155960","1431",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0,17.902607178403,0,0,0,21.6266666666667,0,1,4,9.4657964217469,1,1,0,5.64214369384996,2,1,4,7.53280896418598,1,1,2,8.03251807057556,0,1,3,11.0736224101669,0,1,2,3,"35000"
"2725","1155960","1475",0,0,1,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0.333333333333333,0,18.0022841585928,0,1,3,22.46,0,0,0,4.63569230769231,2,1,0,8.27429255044174,2,1,4,8.33417027473018,2,1,3,6.01900643622288,0,1,0,14.1066666666667,0,0,0,3,"35000"
"2726","1156091","1477",0,0,1,0,0,0,7,0,1,0,0,1,0,0,0,0,18.570692282445,0,0,0,22.464,0,1,0,10.4161025190762,1,1,0,5.66154030475656,2,1,4,8.59045402813611,0,1,2,7.94488649807749,2,1,2,14.0000620515804,0,0,0,3,"35000"
"2727","1156125","1464",0,0,0,0,1,0,7,0,0,0,0,0,0.5,0.5,0,0,18.9992222464414,0,1,0,20.5314285714286,0,1,3,10.4171856414204,2,1,3,7.11245722796557,2,1,3,7.35020990817491,2,1,3,4.86797078674948,1,1,0,11.9733333333333,2,0,0,5,"53100"
"2728","1156125","1468",0,0,0,1,0,0,7,0,0,0,0,0,0.5,0.5,0,0,20.4535241884724,0,0,0,22.36,2,0,0,4.96196026198747,2,1,2,8.90982458914091,1,1,4,7.69038698791448,1,1,3,5.92512540976536,0,1,4,13.8153846153846,0,0,0,4,"37000"
"2729","1156141","1447",0,1,0,0,0,0,9,1,1,0,1,0,0,0,0,0,18.4091139843322,0,1,4,19.9511111111111,0,1,2,9.42731343843612,0,1,0,7.61656965864275,2,1,3,6.14346360747189,2,1,3,5.40251461769866,0,1,3,5.91304347826087,0,1,0,2,"33200"
"2730","1156174","1458",0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,18.0849830530377,0,0,0,17.678,0,1,2,9.32205916357509,0,0,0,8.04191832198252,2,1,2,8.73623876252906,2,1,2,5.15918153493281,2,1,3,13.9679487179487,2,1,0,2,"33200"
"2731","1156174","1471",0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,19.8868280444205,0,0,0,20.76,0,0,0,9.18099190440093,2,1,0,8.97298978023719,0,1,2,8.26593513084803,2,1,3,6.5248924258109,0,1,2,14.0095726495727,0,0,0,2,"33200"
"2732","1156174","1471",0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,19.8868280444205,0,0,0,20.76,0,0,0,9.18099190440093,2,1,0,8.97298978023719,0,1,2,8.26593513084803,2,1,3,6.5248924258109,0,1,2,14.0095726495727,0,0,0,2,"33200"
"2733","1156174","1471",0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,19.8868280444205,0,0,0,20.76,0,0,0,9.18099190440093,2,1,0,8.97298978023719,0,1,2,8.26593513084803,2,1,3,6.5248924258109,0,1,2,14.0095726495727,0,0,0,2,"33200"
"2734","1156174","1471",0,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,19.8868280444205,0,0,0,20.76,0,0,0,9.18099190440093,2,1,0,8.97298978023719,0,1,2,8.26593513084803,2,1,3,6.5248924258109,0,1,2,14.0095726495727,0,0,0,2,"33200"
"2735","1156232","1435",0,0,0,1,0,0,8,1,0,0,0,0,1,0,0,0,17.8726664276744,0,0,0,22.76,0,0,0,6.65383749512223,2,1,2,7.27480450796994,2,1,3,8.06835404930552,2,1,3,5.51706741556357,1,1,0,13.469089713433,0,0,0,4,"37000"
"2736","1156265","1430",0,0,0,1,0,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,17.5845134135451,0,1,2,21.76,0,0,0,6.7040165033595,1,1,2,6.56513121410465,2,1,2,7.58175476290244,2,1,4,8.54136856853817,1,1,0,14.0940170940171,0,0,0,4,"37000"
"2737","1156265","1432",0,0,0,0,1,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,17.2196969932916,0,0,0,23.76,0,0,0,5.97164714185794,0,1,0,6.31053831095448,2,1,2,8.6821108346687,2,1,3,5.02941634412691,2,1,4,15.14,1,1,0,5,"53100"
"2738","1156265","1439",0,0,0,0,1,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,17.4870812192321,0,1,0,20.9418181818182,0,1,0,8.51901329032928,0,0,0,8.32674388637958,2,1,3,8.56798937804554,2,1,3,6.85177262388196,0,1,3,14.2479972104798,1,1,0,5,"53100"
"2739","1156265","1439",0,0,0,0,1,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,17.4870812192321,0,1,0,20.9418181818182,0,1,0,8.51901329032928,0,0,0,8.32674388637958,2,1,3,8.56798937804554,2,1,3,6.85177262388196,0,1,3,14.2479972104798,1,1,0,5,"53100"
"2740","1156265","1439",0,0,0,0,1,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,17.4870812192321,0,1,0,20.9418181818182,0,1,0,8.51901329032928,0,0,0,8.32674388637958,2,1,3,8.56798937804554,2,1,3,6.85177262388196,0,1,3,14.2479972104798,1,1,0,5,"53100"
"2741","1156265","1439",0,0,0,0,1,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,17.4870812192321,0,1,0,20.9418181818182,0,1,0,8.51901329032928,0,0,0,8.32674388637958,2,1,3,8.56798937804554,2,1,3,6.85177262388196,0,1,3,14.2479972104798,1,1,0,5,"53100"
"2742","1156265","1442",0,0,0,0,1,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,18.2130413819658,0,1,3,20.6457142857143,0,1,2,7.48868879747657,0,1,0,8.88574473808373,2,1,3,9.61184530966348,0,1,2,6.17879916824332,2,1,3,10.2454642857143,0,1,0,5,"53100"
"2743","1156265","1444",0,0,1,0,0,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,19.873829707711,0,0,0,22.2266666666667,0,1,3,10.5839111117571,1,1,2,7.87510267789308,2,1,3,8.02743946265466,0,1,3,6.40950085314306,1,1,0,14.5825641025641,0,0,0,3,"35000"
"2744","1156265","1445",0,0,0,0,1,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,19.6707634065637,0,0,0,19.0727272727273,2,1,2,10.8478610603291,0,1,0,8.01088288390648,0,1,3,6.58633572714133,1,1,3,6.09580157257318,1,1,0,16.1953846153846,0,0,0,5,"53100"
"2745","1156265","1450",0,0,1,0,0,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,18.5951585884604,2,0,2,21.212,0,1,2,8.73515613940713,2,1,2,7.97735718127644,0,1,4,8.29407268723336,2,1,4,4.67589338432636,2,1,3,13.2800744618965,1,0,0,3,"35000"
"2746","1156265","1455",0,0,0,1,0,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,17.0248152891356,0,0,0,19.704,2,1,2,6.2364819154939,2,1,2,7.71911338051511,1,1,4,8.03439432676346,2,1,4,8.12155341614907,1,1,2,11.1651282051282,2,1,3,4,"37000"
"2747","1156265","1460",0,0,0,1,0,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,18.0849830530377,0,1,0,23.26,0,0,0,7.26506083147145,0,1,3,5.85537331122312,2,1,4,6.80075658848346,2,1,3,7.94777597402597,0,1,0,11.9733333333333,0,1,0,4,"37000"
"2748","1156265","1462",0,0,0,1,0,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,18.5899524051716,0,0,0,22.3066666666667,0,0,0,7.80513244732871,2,1,3,5.9820413470645,2,1,3,7.70723359012661,2,1,3,7.24440661047028,0,1,0,13.3066666666667,0,0,0,4,"37000"
"2749","1156265","1466",0,0,1,0,0,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,19.4692656092305,0,0,0,22.6213333333333,2,1,0,7.33250842815537,0,0,0,9.1428728425247,2,1,3,7.83210374161461,2,1,4,8.18693534726144,0,1,0,13.3066666666667,0,0,0,3,"35000"
"2750","1156265","1470",0,0,0,1,0,0,0,0,0,0,0,0.230769230769231,0.384615384615385,0.384615384615385,0,0,19.7523109607509,0,1,0,24.128,0,0,0,7.00252194177825,2,1,1,7.81419644362478,2,1,3,8.66285783827015,2,1,2,6.37697109117399,1,1,2,11.1733333333333,0,0,0,4,"37000"
"2751","1156356","1474",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18.0855200673571,0,1,0,22.5177777777778,0,0,0,5.89050075557043,2,1,2,7.78610703966341,0,1,2,7.889383601408,2,1,2,7.95351675724638,0,1,0,13.4502564102564,1,1,0,2,"33200"
"2752","1156505","1432",0,0,0,0,0,0,8,1,0,0,0,0.666666666666667,0,0,0,0.333333333333333,17.2196969932916,0,0,0,23.76,0,0,0,5.97164714185794,0,1,0,6.31053831095448,2,1,2,8.6821108346687,2,1,3,5.02941634412691,2,1,4,15.14,1,1,0,0,"0"
"2753","1156505","1433",0,0,1,0,0,0,8,1,0,0,0,0.666666666666667,0,0,0,0.333333333333333,17.2196969932916,0,0,0,20.6666666666667,0,1,4,6.69220848595849,0,1,0,6.75389836134713,2,1,2,7.31484608404031,2,1,2,5.48959848012539,2,1,2,15.14,0,0,0,3,"35000"
"2754","1156505","1438",0,0,1,0,0,0,8,1,0,0,0,0.666666666666667,0,0,0,0.333333333333333,18.0141630263139,0,0,0,19.96,0,1,4,11.4484432766114,0,0,0,9.7380476733336,0,1,3,7.64330488478649,2,1,2,7.87249900188734,0,1,0,13.0599185573008,0,0,0,3,"35000"
"2755","1156505","1439",0,0,0,0,0,0,8,1,0,0,0,0.666666666666667,0,0,0,0.333333333333333,17.4870812192321,0,1,0,20.9418181818182,0,1,0,8.51901329032928,0,0,0,8.32674388637958,2,1,3,8.56798937804554,2,1,3,6.85177262388196,0,1,3,14.2479972104798,1,1,0,0,"0"
"2756","1156505","1441",0,0,1,0,0,0,8,1,0,0,0,0.666666666666667,0,0,0,0.333333333333333,18.1355112930071,0,0,0,19.5955555555556,0,1,2,7.29724408993957,0,1,2,7.76708573276278,2,1,3,7.99043167412072,0,1,3,6.24073409137699,2,1,0,10.496079115765,1,1,0,3,"35000"
"2757","1156505","1445",0,0,1,0,0,0,8,1,0,0,0,0.666666666666667,0,0,0,0.333333333333333,19.6707634065637,0,0,0,19.0727272727273,2,1,2,10.8478610603291,0,1,0,8.01088288390648,0,1,3,6.58633572714133,1,1,3,6.09580157257318,1,1,0,16.1953846153846,0,0,0,3,"35000"
"2758","1156505","1462",0,0,0,0,0,0,8,1,0,0,0,0.666666666666667,0,0,0,0.333333333333333,18.5899524051716,0,0,0,22.3066666666667,0,0,0,7.80513244732871,2,1,3,5.9820413470645,2,1,3,7.70723359012661,2,1,3,7.24440661047028,0,1,0,13.3066666666667,0,0,0,0,"0"
"2759","1156505","1467",0,0,1,0,0,0,8,1,0,0,0,0.666666666666667,0,0,0,0.333333333333333,20.5830042537228,0,1,2,17.3105882352941,2,1,4,7.66619144190751,0,1,3,5.91538834623749,2,1,4,8.2987773416145,2,1,3,6.3386401212659,2,1,4,13.8153846153846,2,1,0,3,"35000"
"2760","1156505","1467",0,0,1,0,0,0,8,1,0,0,0,0.666666666666667,0,0,0,0.333333333333333,20.5830042537228,0,1,2,17.3105882352941,2,1,4,7.66619144190751,0,1,3,5.91538834623749,2,1,4,8.2987773416145,2,1,3,6.3386401212659,2,1,4,13.8153846153846,2,1,0,3,"35000"
"2761","1156505","1467",0,0,1,0,0,0,8,1,0,0,0,0.666666666666667,0,0,0,0.333333333333333,20.5830042537228,0,1,2,17.3105882352941,2,1,4,7.66619144190751,0,1,3,5.91538834623749,2,1,4,8.2987773416145,2,1,3,6.3386401212659,2,1,4,13.8153846153846,2,1,0,3,"35000"
"2762","1156505","1467",0,0,1,0,0,0,8,1,0,0,0,0.666666666666667,0,0,0,0.333333333333333,20.5830042537228,0,1,2,17.3105882352941,2,1,4,7.66619144190751,0,1,3,5.91538834623749,2,1,4,8.2987773416145,2,1,3,6.3386401212659,2,1,4,13.8153846153846,2,1,0,3,"35000"
"2763","1156505","1471",0,0,1,0,0,0,8,1,0,0,0,0.666666666666667,0,0,0,0.333333333333333,19.8868280444205,0,0,0,20.76,0,0,0,9.18099190440093,2,1,0,8.97298978023719,0,1,2,8.26593513084803,2,1,3,6.5248924258109,0,1,2,14.0095726495727,0,0,0,3,"35000"
"2764","1156505","1472",0,0,1,0,0,0,8,1,0,0,0,0.666666666666667,0,0,0,0.333333333333333,19.95639439519,0,0,0,17.4,0,1,3,11.1899400844742,0,1,0,4.3257855774023,2,1,4,8.98952697686158,2,1,4,4.72291979949875,1,1,3,11.9733333333333,0,0,0,3,"35000"
"2765","1156505","1473",0,0,0,0,0,0,8,1,0,0,0,0.666666666666667,0,0,0,0.333333333333333,19.5835664677318,0,1,0,22.2044444444444,0,0,0,5.78375941170738,2,1,0,7.07809078892924,0,1,2,8.25014652822591,2,1,4,6.18796536796537,0,1,0,5.97333333333333,1,1,3,0,"0"
"2766","1156539","1444",0,0,1,0,0,0,8,1,1,0,0,1,0,0,0,0,19.873829707711,0,0,0,22.2266666666667,0,1,3,10.5839111117571,1,1,2,7.87510267789308,2,1,3,8.02743946265466,0,1,3,6.40950085314306,1,1,0,14.5825641025641,0,0,0,3,"35000"
"2767","1156539","1458",0,0,1,0,0,0,8,1,1,0,0,1,0,0,0,0,18.0849830530377,0,0,0,17.678,0,1,2,9.32205916357509,0,0,0,8.04191832198252,2,1,2,8.73623876252906,2,1,2,5.15918153493281,2,1,3,13.9679487179487,2,1,0,3,"35000"
"2768","1156539","1469",0,0,1,0,0,0,8,1,1,0,0,1,0,0,0,0,20.4535241884724,0,0,0,20.2509090909091,0,1,2,1.94447321986956,2,1,2,7.96186820724429,2,1,2,7.64526529541076,2,1,2,7.64398927159797,2,1,3,7.69230769230769,0,1,0,3,"35000"
"2769","1156612","1476",0,0,1,0,0,0,7,0,0,0,0,0.5,0.5,0,0,0,18.674869576941,0,0,0,17.56,2,1,2,7.02384993634108,1,1,0,6.96767379753622,2,1,4,8.4041748517822,1,1,3,4.20637566137566,2,1,2,14.1066666666667,0,0,0,3,"35000"
"2770","1156612","1478",0,0,0,1,0,0,7,0,0,0,0,0.5,0.5,0,0,0,18.570692282445,0,0,0,22.71,0,0,0,6.08493086306295,1,1,0,6.33754982595045,2,1,2,9.06514033547469,0,1,2,6.17384615384615,2,1,2,14.0000620515804,0,0,0,4,"37000"
"2771","1156646","1433",0,0,1,0,0,0,7,0,0,0,0,1,0,0,0,0,17.2196969932916,0,0,0,20.6666666666667,0,1,4,6.69220848595849,0,1,0,6.75389836134713,2,1,2,7.31484608404031,2,1,2,5.48959848012539,2,1,2,15.14,0,0,0,3,"35000"
"2772","1156950","1428",0,0,0,1,0,0,12,0,0,0,0,0,1,0,0,0,16.9973770909717,0,0,0,17.5026666666667,2,1,3,3.14458333333333,1,1,3,7.34423977862647,2,1,3,9.35473165168464,2,1,3,9.33969532011314,1,1,3,19.96,0,0,0,4,"37000"
"2773","1157099","1436",0,0,0,1,0,0,10,1,0,0,0,0,1,0,0,0,17.8726664276744,0,0,0,19.72,1,1,2,9.69844949449185,1,1,0,9.15596172522389,1,1,2,7.95654933780121,2,1,3,6.15074707912411,2,1,4,13.8153846153846,0,0,0,4,"37000"
"2774","1157099","1439",0,0,0,1,0,0,10,1,0,0,0,0,1,0,0,0,17.4870812192321,0,1,0,20.9418181818182,0,1,0,8.51901329032928,0,0,0,8.32674388637958,2,1,3,8.56798937804554,2,1,3,6.85177262388196,0,1,3,14.2479972104798,1,1,0,4,"37000"
